index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
1413,sub010,AI,Young Drivers,clarity_ai_yd_03_1,4,5.0,5.0,1.0,5.0
1530,sub010,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1647,sub010,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1764,sub010,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1881,sub010,Human,Migrant Workers,clarity_hum_mw_02_1,4,5.0,5.0,1.0,5.0
1998,sub010,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2115,sub010,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2232,sub010,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2349,sub010,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2466,sub010,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2583,sub010,Human,Women Drivers,clarity_hum_wd_03_1,4,5.0,5.0,1.0,5.0
2700,sub010,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2817,sub010,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2934,sub010,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3051,sub010,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3168,sub010,Human,Young Drivers,clarity_hum_yd_03_1,4,5.0,5.0,1.0,5.0
3285,sub010,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3402,sub010,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
10,sub011,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.17,3.0,3.0,3.0
127,sub011,AI,Migrant Workers,clarity_ai_mw_02_1,2,3.17,3.0,3.0,3.0
244,sub011,AI,Migrant Workers,clarity_ai_mw_03_1,4,3.17,3.0,3.0,3.0
361,sub011,AI,Migrant Workers,clarity_ai_mw_04_1,1,3.17,3.0,3.0,3.0
478,sub011,AI,Migrant Workers,clarity_ai_mw_05_1,1,3.17,3.0,3.0,3.0
595,sub011,AI,Women Drivers,clarity_ai_wd_01_1,5,3.17,3.0,3.0,3.0
712,sub011,AI,Women Drivers,clarity_ai_wd_02_1,1,3.17,3.0,3.0,3.0
829,sub011,AI,Women Drivers,clarity_ai_wd_03_1,3,3.17,3.0,3.0,3.0
946,sub011,AI,Women Drivers,clarity_ai_wd_04_1,2,3.17,3.0,3.0,3.0
1063,sub011,AI,Women Drivers,clarity_ai_wd_05_1,1,3.17,3.0,3.0,3.0
1180,sub011,AI,Young Drivers,clarity_ai_yd_01_1,1,3.17,3.0,3.0,3.0
1297,sub011,AI,Young Drivers,clarity_ai_yd_02_1,1,3.17,3.0,3.0,3.0
1414,sub011,AI,Young Drivers,clarity_ai_yd_03_1,2,3.17,3.0,3.0,3.0
1531,sub011,AI,Young Drivers,clarity_ai_yd_04_1,5,3.17,3.0,3.0,3.0
1648,sub011,AI,Young Drivers,clarity_ai_yd_05_1,1,3.17,3.0,3.0,3.0
1765,sub011,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.17,3.0,3.0,3.0
1882,sub011,Human,Migrant Workers,clarity_hum_mw_02_1,4,3.17,3.0,3.0,3.0
1999,sub011,Human,Migrant Workers,clarity_hum_mw_03_1,1,3.17,3.0,3.0,3.0
2116,sub011,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.17,3.0,3.0,3.0
2233,sub011,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.17,3.0,3.0,3.0
2350,sub011,Human,Women Drivers,clarity_hum_wd_01_1,4,3.17,3.0,3.0,3.0
2467,sub011,Human,Women Drivers,clarity_hum_wd_02_1,3,3.17,3.0,3.0,3.0
2584,sub011,Human,Women Drivers,clarity_hum_wd_03_1,1,3.17,3.0,3.0,3.0
2701,sub011,Human,Women Drivers,clarity_hum_wd_04_1,4,3.17,3.0,3.0,3.0
2818,sub011,Human,Women Drivers,clarity_hum_wd_05_1,4,3.17,3.0,3.0,3.0
2935,sub011,Human,Young Drivers,clarity_hum_yd_01_1,5,3.17,3.0,3.0,3.0
3052,sub011,Human,Young Drivers,clarity_hum_yd_02_1,5,3.17,3.0,3.0,3.0
3169,sub011,Human,Young Drivers,clarity_hum_yd_03_1,1,3.17,3.0,3.0,3.0
3286,sub011,Human,Young Drivers,clarity_hum_yd_04_1,1,3.17,3.0,3.0,3.0
3403,sub011,Human,Young Drivers,clarity_hum_yd_05_1,4,3.17,3.0,3.0,3.0
11,sub012,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,3.67,3.0,3.8,3.5
128,sub012,AI,Migrant Workers,clarity_ai_mw_02_1,2,3.67,3.0,3.8,3.5
245,sub012,AI,Migrant Workers,clarity_ai_mw_03_1,1,3.67,3.0,3.8,3.5
362,sub012,AI,Migrant Workers,clarity_ai_mw_04_1,1,3.67,3.0,3.8,3.5
479,sub012,AI,Migrant Workers,clarity_ai_mw_05_1,2,3.67,3.0,3.8,3.5
596,sub012,AI,Women Drivers,clarity_ai_wd_01_1,3,3.67,3.0,3.8,3.5
713,sub012,AI,Women Drivers,clarity_ai_wd_02_1,1,3.67,3.0,3.8,3.5
830,sub012,AI,Women Drivers,clarity_ai_wd_03_1,1,3.67,3.0,3.8,3.5
947,sub012,AI,Women Drivers,clarity_ai_wd_04_1,3,3.67,3.0,3.8,3.5
1064,sub012,AI,Women Drivers,clarity_ai_wd_05_1,1,3.67,3.0,3.8,3.5
1181,sub012,AI,Young Drivers,clarity_ai_yd_01_1,1,3.67,3.0,3.8,3.5
1298,sub012,AI,Young Drivers,clarity_ai_yd_02_1,1,3.67,3.0,3.8,3.5
1415,sub012,AI,Young Drivers,clarity_ai_yd_03_1,3,3.67,3.0,3.8,3.5
1532,sub012,AI,Young Drivers,clarity_ai_yd_04_1,4,3.67,3.0,3.8,3.5
1649,sub012,AI,Young Drivers,clarity_ai_yd_05_1,1,3.67,3.0,3.8,3.5
1766,sub012,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.67,3.0,3.8,3.5
1883,sub012,Human,Migrant Workers,clarity_hum_mw_02_1,2,3.67,3.0,3.8,3.5
2000,sub012,Human,Migrant Workers,clarity_hum_mw_03_1,1,3.67,3.0,3.8,3.5
2117,sub012,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.67,3.0,3.8,3.5
2234,sub012,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.67,3.0,3.8,3.5
2351,sub012,Human,Women Drivers,clarity_hum_wd_01_1,5,3.67,3.0,3.8,3.5
2468,sub012,Human,Women Drivers,clarity_hum_wd_02_1,3,3.67,3.0,3.8,3.5
2585,sub012,Human,Women Drivers,clarity_hum_wd_03_1,1,3.67,3.0,3.8,3.5
2702,sub012,Human,Women Drivers,clarity_hum_wd_04_1,5,3.67,3.0,3.8,3.5
2819,sub012,Human,Women Drivers,clarity_hum_wd_05_1,4,3.67,3.0,3.8,3.5
2936,sub012,Human,Young Drivers,clarity_hum_yd_01_1,3,3.67,3.0,3.8,3.5
3053,sub012,Human,Young Drivers,clarity_hum_yd_02_1,4,3.67,3.0,3.8,3.5
3170,sub012,Human,Young Drivers,clarity_hum_yd_03_1,1,3.67,3.0,3.8,3.5
3287,sub012,Human,Young Drivers,clarity_hum_yd_04_1,1,3.67,3.0,3.8,3.5
3404,sub012,Human,Young Drivers,clarity_hum_yd_05_1,4,3.67,3.0,3.8,3.5
12,sub013,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,5.0,2.5,2.8,3.5
129,sub013,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,2.5,2.8,3.5
246,sub013,AI,Migrant Workers,clarity_ai_mw_03_1,1,5.0,2.5,2.8,3.5
363,sub013,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,2.5,2.8,3.5
480,sub013,AI,Migrant Workers,clarity_ai_mw_05_1,4,5.0,2.5,2.8,3.5
597,sub013,AI,Women Drivers,clarity_ai_wd_01_1,1,5.0,2.5,2.8,3.5
714,sub013,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,2.5,2.8,3.5
831,sub013,AI,Women Drivers,clarity_ai_wd_03_1,1,5.0,2.5,2.8,3.5
948,sub013,AI,Women Drivers,clarity_ai_wd_04_1,4,5.0,2.5,2.8,3.5
1065,sub013,AI,Women Drivers,clarity_ai_wd_05_1,1,5.0,2.5,2.8,3.5
1182,sub013,AI,Young Drivers,clarity_ai_yd_01_1,1,5.0,2.5,2.8,3.5
1299,sub013,AI,Young Drivers,clarity_ai_yd_02_1,4,5.0,2.5,2.8,3.5
1416,sub013,AI,Young Drivers,clarity_ai_yd_03_1,4,5.0,2.5,2.8,3.5
1533,sub013,AI,Young Drivers,clarity_ai_yd_04_1,4,5.0,2.5,2.8,3.5
1650,sub013,AI,Young Drivers,clarity_ai_yd_05_1,1,5.0,2.5,2.8,3.5
1767,sub013,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,2.5,2.8,3.5
1884,sub013,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,2.5,2.8,3.5
2001,sub013,Human,Migrant Workers,clarity_hum_mw_03_1,2,5.0,2.5,2.8,3.5
2118,sub013,Human,Migrant Workers,clarity_hum_mw_04_1,1,5.0,2.5,2.8,3.5
2235,sub013,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,2.5,2.8,3.5
2352,sub013,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,2.5,2.8,3.5
2469,sub013,Human,Women Drivers,clarity_hum_wd_02_1,4,5.0,2.5,2.8,3.5
2586,sub013,Human,Women Drivers,clarity_hum_wd_03_1,1,5.0,2.5,2.8,3.5
2703,sub013,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,2.5,2.8,3.5
2820,sub013,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,2.5,2.8,3.5
2937,sub013,Human,Young Drivers,clarity_hum_yd_01_1,1,5.0,2.5,2.8,3.5
3054,sub013,Human,Young Drivers,clarity_hum_yd_02_1,4,5.0,2.5,2.8,3.5
3171,sub013,Human,Young Drivers,clarity_hum_yd_03_1,1,5.0,2.5,2.8,3.5
3288,sub013,Human,Young Drivers,clarity_hum_yd_04_1,1,5.0,2.5,2.8,3.5
3405,sub013,Human,Young Drivers,clarity_hum_yd_05_1,4,5.0,2.5,2.8,3.5
13,sub014,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.83,4.25,1.6,4.5
130,sub014,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.83,4.25,1.6,4.5
247,sub014,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.83,4.25,1.6,4.5
364,sub014,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.83,4.25,1.6,4.5
481,sub014,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.83,4.25,1.6,4.5
598,sub014,AI,Women Drivers,clarity_ai_wd_01_1,5,4.83,4.25,1.6,4.5
715,sub014,AI,Women Drivers,clarity_ai_wd_02_1,5,4.83,4.25,1.6,4.5
832,sub014,AI,Women Drivers,clarity_ai_wd_03_1,5,4.83,4.25,1.6,4.5
949,sub014,AI,Women Drivers,clarity_ai_wd_04_1,5,4.83,4.25,1.6,4.5
1066,sub014,AI,Women Drivers,clarity_ai_wd_05_1,5,4.83,4.25,1.6,4.5
1183,sub014,AI,Young Drivers,clarity_ai_yd_01_1,5,4.83,4.25,1.6,4.5
1300,sub014,AI,Young Drivers,clarity_ai_yd_02_1,5,4.83,4.25,1.6,4.5
1417,sub014,AI,Young Drivers,clarity_ai_yd_03_1,4,4.83,4.25,1.6,4.5
1534,sub014,AI,Young Drivers,clarity_ai_yd_04_1,5,4.83,4.25,1.6,4.5
1651,sub014,AI,Young Drivers,clarity_ai_yd_05_1,5,4.83,4.25,1.6,4.5
1768,sub014,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.83,4.25,1.6,4.5
1885,sub014,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.83,4.25,1.6,4.5
2002,sub014,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.83,4.25,1.6,4.5
2119,sub014,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.83,4.25,1.6,4.5
2236,sub014,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.83,4.25,1.6,4.5
2353,sub014,Human,Women Drivers,clarity_hum_wd_01_1,5,4.83,4.25,1.6,4.5
2470,sub014,Human,Women Drivers,clarity_hum_wd_02_1,5,4.83,4.25,1.6,4.5
2587,sub014,Human,Women Drivers,clarity_hum_wd_03_1,5,4.83,4.25,1.6,4.5
2704,sub014,Human,Women Drivers,clarity_hum_wd_04_1,5,4.83,4.25,1.6,4.5
2821,sub014,Human,Women Drivers,clarity_hum_wd_05_1,5,4.83,4.25,1.6,4.5
2938,sub014,Human,Young Drivers,clarity_hum_yd_01_1,5,4.83,4.25,1.6,4.5
3055,sub014,Human,Young Drivers,clarity_hum_yd_02_1,5,4.83,4.25,1.6,4.5
3172,sub014,Human,Young Drivers,clarity_hum_yd_03_1,4,4.83,4.25,1.6,4.5
3289,sub014,Human,Young Drivers,clarity_hum_yd_04_1,5,4.83,4.25,1.6,4.5
3406,sub014,Human,Young Drivers,clarity_hum_yd_05_1,5,4.83,4.25,1.6,4.5
14,sub015,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.0,2.5,2.6,3.25
131,sub015,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.0,2.5,2.6,3.25
248,sub015,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.0,2.5,2.6,3.25
365,sub015,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.0,2.5,2.6,3.25
482,sub015,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.0,2.5,2.6,3.25
599,sub015,AI,Women Drivers,clarity_ai_wd_01_1,5,4.0,2.5,2.6,3.25
716,sub015,AI,Women Drivers,clarity_ai_wd_02_1,5,4.0,2.5,2.6,3.25
833,sub015,AI,Women Drivers,clarity_ai_wd_03_1,5,4.0,2.5,2.6,3.25
950,sub015,AI,Women Drivers,clarity_ai_wd_04_1,5,4.0,2.5,2.6,3.25
1067,sub015,AI,Women Drivers,clarity_ai_wd_05_1,5,4.0,2.5,2.6,3.25
1184,sub015,AI,Young Drivers,clarity_ai_yd_01_1,5,4.0,2.5,2.6,3.25
1301,sub015,AI,Young Drivers,clarity_ai_yd_02_1,5,4.0,2.5,2.6,3.25
1418,sub015,AI,Young Drivers,clarity_ai_yd_03_1,5,4.0,2.5,2.6,3.25
1535,sub015,AI,Young Drivers,clarity_ai_yd_04_1,5,4.0,2.5,2.6,3.25
1652,sub015,AI,Young Drivers,clarity_ai_yd_05_1,5,4.0,2.5,2.6,3.25
1769,sub015,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.0,2.5,2.6,3.25
1886,sub015,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.0,2.5,2.6,3.25
2003,sub015,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.0,2.5,2.6,3.25
2120,sub015,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.0,2.5,2.6,3.25
2237,sub015,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.0,2.5,2.6,3.25
2354,sub015,Human,Women Drivers,clarity_hum_wd_01_1,5,4.0,2.5,2.6,3.25
2471,sub015,Human,Women Drivers,clarity_hum_wd_02_1,5,4.0,2.5,2.6,3.25
2588,sub015,Human,Women Drivers,clarity_hum_wd_03_1,5,4.0,2.5,2.6,3.25
2705,sub015,Human,Women Drivers,clarity_hum_wd_04_1,5,4.0,2.5,2.6,3.25
2822,sub015,Human,Women Drivers,clarity_hum_wd_05_1,5,4.0,2.5,2.6,3.25
2939,sub015,Human,Young Drivers,clarity_hum_yd_01_1,5,4.0,2.5,2.6,3.25
3056,sub015,Human,Young Drivers,clarity_hum_yd_02_1,5,4.0,2.5,2.6,3.25
3173,sub015,Human,Young Drivers,clarity_hum_yd_03_1,5,4.0,2.5,2.6,3.25
3290,sub015,Human,Young Drivers,clarity_hum_yd_04_1,5,4.0,2.5,2.6,3.25
3407,sub015,Human,Young Drivers,clarity_hum_yd_05_1,5,4.0,2.5,2.6,3.25
15,sub016,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,5.0,2.75,1.4,4.5
132,sub016,AI,Migrant Workers,clarity_ai_mw_02_1,4,5.0,2.75,1.4,4.5
249,sub016,AI,Migrant Workers,clarity_ai_mw_03_1,3,5.0,2.75,1.4,4.5
366,sub016,AI,Migrant Workers,clarity_ai_mw_04_1,3,5.0,2.75,1.4,4.5
483,sub016,AI,Migrant Workers,clarity_ai_mw_05_1,3,5.0,2.75,1.4,4.5
600,sub016,AI,Women Drivers,clarity_ai_wd_01_1,3,5.0,2.75,1.4,4.5
717,sub016,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,2.75,1.4,4.5
834,sub016,AI,Women Drivers,clarity_ai_wd_03_1,3,5.0,2.75,1.4,4.5
951,sub016,AI,Women Drivers,clarity_ai_wd_04_1,3,5.0,2.75,1.4,4.5
1068,sub016,AI,Women Drivers,clarity_ai_wd_05_1,3,5.0,2.75,1.4,4.5
1185,sub016,AI,Young Drivers,clarity_ai_yd_01_1,3,5.0,2.75,1.4,4.5
1302,sub016,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,2.75,1.4,4.5
1419,sub016,AI,Young Drivers,clarity_ai_yd_03_1,3,5.0,2.75,1.4,4.5
1536,sub016,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,2.75,1.4,4.5
1653,sub016,AI,Young Drivers,clarity_ai_yd_05_1,3,5.0,2.75,1.4,4.5
1770,sub016,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,2.75,1.4,4.5
1887,sub016,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,2.75,1.4,4.5
2004,sub016,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,2.75,1.4,4.5
2121,sub016,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,2.75,1.4,4.5
2238,sub016,Human,Migrant Workers,clarity_hum_mw_05_1,4,5.0,2.75,1.4,4.5
2355,sub016,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,2.75,1.4,4.5
2472,sub016,Human,Women Drivers,clarity_hum_wd_02_1,3,5.0,2.75,1.4,4.5
2589,sub016,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,2.75,1.4,4.5
2706,sub016,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,2.75,1.4,4.5
2823,sub016,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,2.75,1.4,4.5
2940,sub016,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,2.75,1.4,4.5
3057,sub016,Human,Young Drivers,clarity_hum_yd_02_1,3,5.0,2.75,1.4,4.5
3174,sub016,Human,Young Drivers,clarity_hum_yd_03_1,3,5.0,2.75,1.4,4.5
3291,sub016,Human,Young Drivers,clarity_hum_yd_04_1,4,5.0,2.75,1.4,4.5
3408,sub016,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,2.75,1.4,4.5
16,sub017,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,4.0,2.75,3.0,4.0
133,sub017,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.0,2.75,3.0,4.0
250,sub017,AI,Migrant Workers,clarity_ai_mw_03_1,4,4.0,2.75,3.0,4.0
367,sub017,AI,Migrant Workers,clarity_ai_mw_04_1,4,4.0,2.75,3.0,4.0
484,sub017,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.0,2.75,3.0,4.0
601,sub017,AI,Women Drivers,clarity_ai_wd_01_1,4,4.0,2.75,3.0,4.0
718,sub017,AI,Women Drivers,clarity_ai_wd_02_1,1,4.0,2.75,3.0,4.0
835,sub017,AI,Women Drivers,clarity_ai_wd_03_1,3,4.0,2.75,3.0,4.0
952,sub017,AI,Women Drivers,clarity_ai_wd_04_1,3,4.0,2.75,3.0,4.0
1069,sub017,AI,Women Drivers,clarity_ai_wd_05_1,4,4.0,2.75,3.0,4.0
1186,sub017,AI,Young Drivers,clarity_ai_yd_01_1,3,4.0,2.75,3.0,4.0
1303,sub017,AI,Young Drivers,clarity_ai_yd_02_1,3,4.0,2.75,3.0,4.0
1420,sub017,AI,Young Drivers,clarity_ai_yd_03_1,2,4.0,2.75,3.0,4.0
1537,sub017,AI,Young Drivers,clarity_ai_yd_04_1,4,4.0,2.75,3.0,4.0
1654,sub017,AI,Young Drivers,clarity_ai_yd_05_1,3,4.0,2.75,3.0,4.0
1771,sub017,Human,Migrant Workers,clarity_hum_mw_01_1,3,4.0,2.75,3.0,4.0
1888,sub017,Human,Migrant Workers,clarity_hum_mw_02_1,4,4.0,2.75,3.0,4.0
2005,sub017,Human,Migrant Workers,clarity_hum_mw_03_1,4,4.0,2.75,3.0,4.0
2122,sub017,Human,Migrant Workers,clarity_hum_mw_04_1,3,4.0,2.75,3.0,4.0
2239,sub017,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.0,2.75,3.0,4.0
2356,sub017,Human,Women Drivers,clarity_hum_wd_01_1,3,4.0,2.75,3.0,4.0
2473,sub017,Human,Women Drivers,clarity_hum_wd_02_1,3,4.0,2.75,3.0,4.0
2590,sub017,Human,Women Drivers,clarity_hum_wd_03_1,4,4.0,2.75,3.0,4.0
2707,sub017,Human,Women Drivers,clarity_hum_wd_04_1,3,4.0,2.75,3.0,4.0
2824,sub017,Human,Women Drivers,clarity_hum_wd_05_1,4,4.0,2.75,3.0,4.0
2941,sub017,Human,Young Drivers,clarity_hum_yd_01_1,4,4.0,2.75,3.0,4.0
3058,sub017,Human,Young Drivers,clarity_hum_yd_02_1,4,4.0,2.75,3.0,4.0
3175,sub017,Human,Young Drivers,clarity_hum_yd_03_1,4,4.0,2.75,3.0,4.0
3292,sub017,Human,Young Drivers,clarity_hum_yd_04_1,4,4.0,2.75,3.0,4.0
3409,sub017,Human,Young Drivers,clarity_hum_yd_05_1,3,4.0,2.75,3.0,4.0
17,sub018,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.5,1.0,1.6,3.75
134,sub018,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.5,1.0,1.6,3.75
251,sub018,AI,Migrant Workers,clarity_ai_mw_03_1,4,4.5,1.0,1.6,3.75
368,sub018,AI,Migrant Workers,clarity_ai_mw_04_1,2,4.5,1.0,1.6,3.75
485,sub018,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.5,1.0,1.6,3.75
602,sub018,AI,Women Drivers,clarity_ai_wd_01_1,4,4.5,1.0,1.6,3.75
719,sub018,AI,Women Drivers,clarity_ai_wd_02_1,5,4.5,1.0,1.6,3.75
836,sub018,AI,Women Drivers,clarity_ai_wd_03_1,2,4.5,1.0,1.6,3.75
953,sub018,AI,Women Drivers,clarity_ai_wd_04_1,2,4.5,1.0,1.6,3.75
1070,sub018,AI,Women Drivers,clarity_ai_wd_05_1,4,4.5,1.0,1.6,3.75
1187,sub018,AI,Young Drivers,clarity_ai_yd_01_1,1,4.5,1.0,1.6,3.75
1304,sub018,AI,Young Drivers,clarity_ai_yd_02_1,2,4.5,1.0,1.6,3.75
1421,sub018,AI,Young Drivers,clarity_ai_yd_03_1,4,4.5,1.0,1.6,3.75
1538,sub018,AI,Young Drivers,clarity_ai_yd_04_1,5,4.5,1.0,1.6,3.75
1655,sub018,AI,Young Drivers,clarity_ai_yd_05_1,4,4.5,1.0,1.6,3.75
1772,sub018,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.5,1.0,1.6,3.75
1889,sub018,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.5,1.0,1.6,3.75
2006,sub018,Human,Migrant Workers,clarity_hum_mw_03_1,3,4.5,1.0,1.6,3.75
2123,sub018,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.5,1.0,1.6,3.75
2240,sub018,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,1.0,1.6,3.75
2357,sub018,Human,Women Drivers,clarity_hum_wd_01_1,5,4.5,1.0,1.6,3.75
2474,sub018,Human,Women Drivers,clarity_hum_wd_02_1,3,4.5,1.0,1.6,3.75
2591,sub018,Human,Women Drivers,clarity_hum_wd_03_1,3,4.5,1.0,1.6,3.75
2708,sub018,Human,Women Drivers,clarity_hum_wd_04_1,5,4.5,1.0,1.6,3.75
2825,sub018,Human,Women Drivers,clarity_hum_wd_05_1,5,4.5,1.0,1.6,3.75
2942,sub018,Human,Young Drivers,clarity_hum_yd_01_1,5,4.5,1.0,1.6,3.75
3059,sub018,Human,Young Drivers,clarity_hum_yd_02_1,5,4.5,1.0,1.6,3.75
3176,sub018,Human,Young Drivers,clarity_hum_yd_03_1,4,4.5,1.0,1.6,3.75
3293,sub018,Human,Young Drivers,clarity_hum_yd_04_1,3,4.5,1.0,1.6,3.75
3410,sub018,Human,Young Drivers,clarity_hum_yd_05_1,5,4.5,1.0,1.6,3.75
18,sub019,AI,Migrant Workers,clarity_ai_mw_01_1 ,1,3.67,1.5,4.0,3.25
135,sub019,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.67,1.5,4.0,3.25
252,sub019,AI,Migrant Workers,clarity_ai_mw_03_1,5,3.67,1.5,4.0,3.25
369,sub019,AI,Migrant Workers,clarity_ai_mw_04_1,5,3.67,1.5,4.0,3.25
486,sub019,AI,Migrant Workers,clarity_ai_mw_05_1,5,3.67,1.5,4.0,3.25
603,sub019,AI,Women Drivers,clarity_ai_wd_01_1,5,3.67,1.5,4.0,3.25
720,sub019,AI,Women Drivers,clarity_ai_wd_02_1,5,3.67,1.5,4.0,3.25
837,sub019,AI,Women Drivers,clarity_ai_wd_03_1,5,3.67,1.5,4.0,3.25
954,sub019,AI,Women Drivers,clarity_ai_wd_04_1,5,3.67,1.5,4.0,3.25
1071,sub019,AI,Women Drivers,clarity_ai_wd_05_1,5,3.67,1.5,4.0,3.25
1188,sub019,AI,Young Drivers,clarity_ai_yd_01_1,5,3.67,1.5,4.0,3.25
1305,sub019,AI,Young Drivers,clarity_ai_yd_02_1,5,3.67,1.5,4.0,3.25
1422,sub019,AI,Young Drivers,clarity_ai_yd_03_1,5,3.67,1.5,4.0,3.25
1539,sub019,AI,Young Drivers,clarity_ai_yd_04_1,5,3.67,1.5,4.0,3.25
1656,sub019,AI,Young Drivers,clarity_ai_yd_05_1,5,3.67,1.5,4.0,3.25
1773,sub019,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.67,1.5,4.0,3.25
1890,sub019,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.67,1.5,4.0,3.25
2007,sub019,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.67,1.5,4.0,3.25
2124,sub019,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.67,1.5,4.0,3.25
2241,sub019,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.67,1.5,4.0,3.25
2358,sub019,Human,Women Drivers,clarity_hum_wd_01_1,5,3.67,1.5,4.0,3.25
2475,sub019,Human,Women Drivers,clarity_hum_wd_02_1,5,3.67,1.5,4.0,3.25
2592,sub019,Human,Women Drivers,clarity_hum_wd_03_1,5,3.67,1.5,4.0,3.25
2709,sub019,Human,Women Drivers,clarity_hum_wd_04_1,5,3.67,1.5,4.0,3.25
2826,sub019,Human,Women Drivers,clarity_hum_wd_05_1,5,3.67,1.5,4.0,3.25
